-- ADDRESS


insert into ADDRESS (id, POSTAL_CODE, CITY, STREET) values (address_seq.nextval, 37439, 'Alcácer do Sal', '6 Heath Hill');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dbachel', '7APPWcHj', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bhumeem', 'aj3eh7', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pjuryen', 'uWbBkON', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ayoudeo', 'tuY2yms0P', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hleamonep', 'LHgwCnTBlNV', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ngraystoneq', '9tCfjCzUEfM', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'aandrejser', '6LY5adFYe', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mattoees', 'jO2WOzGSEhX0', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rdansieet', 'ogAqu9', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kgerrieeu', 'tnQpG3LAv', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'eshaylorev', 'XgT5PbDKTQBO', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dbruceew', 'FpKgvpPVS8eP', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mmatlockex', 'VIPLiJn', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'qpoeley', '0xwb37QrN', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gverdonez', '1180O4cl', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'abachelarf0', 't6P1cu1P', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gpirreyf1', 'dhrTZgoDLbq', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mchildrensf2', 'z4g122AhPL', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tnibloef3', 'AUBuLMCY', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fgelletlyf4', 'qs2b3HT', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'sdutnallf5', 'TyZsEk69BG', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'glinwoodf6', 'Rw6mC4t', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'akeelf7', 'cUjdQDiwbUT', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ktreverf8', 'bARWc2', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jpeekef9', 'WGHVcBHfJWwP', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ndivesfa', 'JIwhSo8M8W', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lpendrillfb', 'UV4kAdU', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gdavidavidovicsfc', 'I8FJct', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rswadonfd', 'dJWxQ1Onimbf', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'clabuschagnefe', '8kctYBgh2xam', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dlimbrickff', 'f5z3s0KR7sk', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pdaviotfg', 'TgFZZ2k5swqh', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gjosskovizfh', 'dxeMRsJ9', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'amaylourfi', 'VF7lCskxd', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tpreedyfj', 'odlQveS', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'sdowberfk', 'yADMxCPk', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rwaplefl', 'FP5EyXw', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gbarkessfm', 'h0kzVC', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rpepperfn', 'SK2gFT', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'elevingtonfo', 'A8FESkNmB', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'nmcvicarfp', 'Z9SNLlwPp37A', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'achatanfq', 'akWDcOZhG', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pjobernefr', 'yxqusAYaY', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fwelchfs', 'PBv52ENJt', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'scosbeeft', 'c5LRmbw', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jlamonbyfu', 'bYA96wi0', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ssavilefv', 'f69XouFfrg6U', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lshapirafw', 'Sz0x0job', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jburkwoodfx', '4mYaWsPs2', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'nothamfy', 'Pbc9w8', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jschollerfz', 't7M5bPKn', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'anadeng0', 'oos3DCzZ', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jszymanekg1', 'AQEhuiHReL', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gtrusslerg2', 'lWVM5Njsp1c', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dbunsong3', '1w4UiC9kKs', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rhandg4', 'FTNtGI', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cclutterbuckg5', 'A1kDoawfxdQ', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mmacleeseg6', 'ftLFiv1', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'oshalesg7', 'xjB2obhdAoV', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'omaguireg8', '6rZo0Ymg43pn', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dmarqueseg9', 'xvr4RMe9sw', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'weastwoodga', '1OHszpgz', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'htrimmegb', 'draLgbgxekjQ', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lclistgc', '8VytJ3ONg8cE', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kcudbertsongd', 'eQLBR3M', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'calleynge', '5EqjopQjgx', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rrubiegf', 'FXy7IRMi', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'wriddellgg', 'ez7TGr', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ckeareygh', 'rWEFdRyjja', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'treddiegi', 'xmLt37pDNM', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bboffingj', 'R97VFhwDB', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kchismangk', 'rgeLLCYi8s', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kfullungl', 'ankHse', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fianninigm', 'NgIez3H', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'chaughgn', 'GBnOttF', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'slightongo', 'f5Qj6Pu074', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tgochergp', 'RoxwsvfD6', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jpetticrewgq', 'SAk2leQyZy5', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'esimeoligr', 'JCewuAYojG', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dvickorsgs', 'fUzuhnM0B842', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fsaffengt', 'tKj9KO', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'adevinegu', 'OBgmnuWt', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dwarlowegv', 'yRqvf3oHckk', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cpogggw', 'uHdv6a', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hbeeregx', 'DNay4cLOmbNb', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'chugegy', 'h9mSZl', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'egraemegz', 'mMnuHXMAyp', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'uriccoh0', '5v79KAjQ', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dbombh1', '7ujvBmbEPoA', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hmadgetth2', '3MeuqRCbED', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'abalfh3', 'SnJ0MfXHV', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pmccoryh4', '9qE00rf', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'swaterhowseh5', 'AfYcDkYc', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kferneyhoughh6', 'FbUv0K', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'oferreroh7', 'HSmu6tCwbPJj', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'caggioh8', 'yv3shp7v', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'aclareh9', '4WIHwY', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mryhorovichha', 'KXTBk7pOu', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mewdalehb', 'ppBSxN', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'csmouthc', '7bNC2r9x2', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'afarrieshd', 'v42yWLH26v0k', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbyarthe', 'b7KVuMe', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbasilehf', 'vLnuMlyFu4', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bgiraudyhg', 'O41uy3', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'acarikhh', 'v1bScb', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bcoilshi', '9duUPd', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dmartinsonhj', 'xiGwi2', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cphilipothk', '7paCipgGjTB', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tpriddenhl', 'VWIetD8u05', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mgreastyhm', '6OoEphi7r', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jyosifovhn', '5CZ4L3bh', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bfandrichho', 'FT9TrZq3cpc', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pkystonhp', 'zNrcH6', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ddrakehq', 'jJmkvFHDs', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'eaiskovitchhr', 'KQwqgHu', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jnellehs', 'kjaa1CxMsDM', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rmaccrossanht', 'a5flsXyw6', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ctreskehu', 'DNQ7k4WpV0', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mgrafomhv', '65rElk9L72a', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hschwanderhw', 'gvXZDF', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'sornilloshx', 'nYJAfk9h', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'msavoryhy', 'CgydwJTIa', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'plackyhz', 'Ftmllpunof', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'sleopoldi0', 'efHtGBur4j', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hsallei1', 'wWaIYtcRsJi4', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lfaragheri2', 'BdzhXMIjz', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'aemmsi3', 'ZXEN802N582E', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mcolvinei4', 'eswfJpU', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dcamberi5', 'zWYVJz85mC', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cakehersti6', 'efMSmBaMdH4', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hcollifordi7', 'q9LMWIp', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ataggi8', 'v3icpW', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ybonhami9', 'vDnJyXTGs', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gchapleoia', 'BKQs61roQ', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'amillottib', '6HuLlN', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pvereckeric', '0CCDeRE3R', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gcristoferiid', '9DSCVTv', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ssimonazziie', 'ajTewgU1SF', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cblampeyif', 'iWhSCdylcCwK', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fnewnsig', 'xK5P0F', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mtarpleeih', 'QuoS3FpFSvNO', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lfeldhornii', 'NpeoVYa', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hyansonij', '0838M8x3v8sz', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ntommisik', 'th4yTf', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'knunnsil', 'BV0kvSlZznxi', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kgroundwaterim', '8UTeZ3Ba', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dgabbotin', '4ye9D8Ax', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ddunwoodyio', 'w3sGt5SJIVaz', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'eferrarelloip', 'dzrfbq', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tjeanoniq', 'Al0o8kbAAN', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cnaptonir', 'lTAg8HbV6W', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hokerinis', 'rLipmjb', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'nbattillit', 'g55s2N1rJX02', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cpirrieiu', 'TjxDpBRvXi', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mdamiataiv', 'Hr2oWX', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'aaldinsiw', 'lp739a', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hbegentix', 'udQPa4', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jsouteniy', 'vHEjWP2M4rs', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'zthomanniz', 'vGly9mn', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tbampfordj0', 'sMHkDDSm7bi', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gcraftj1', 'PSxcChiB', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jdoughartyj2', 'Pt4rHeVTkw', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rizakovj3', 'AvScJ9', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ktaggertj4', '4KpdQCQbwR', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbillinghamj5', 'OTwjx2AFW', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mflobertj6', 'qFb2iBA', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jdorrj7', '7WO3WX3lNG', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rsimonotj8', '3xDdcz', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'wshererj9', 'f2hxlBSpD', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'afluckja', '9ZoQDjl3NkK', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbelinjb', 'KW8GPbFo', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pexonjc', 'xh5nE9rYQn', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbremmelljd', 'wEEuAQdm', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rcharterje', 'MY7uSlIWzI', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'krennjf', 'Xg70Ld', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mdelacrouxjg', '8R2hX0P', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ttotterdelljh', 'vBZOwA', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ktoraldji', 'CHuJ8lxM5xq', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rzaczekjj', 'FoniswgoKMXh', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jpalphramandjk', 'XyVBp5', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ndaccajl', 'rPFH0naYDS', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hcorssjm', 'ogdnk0E13ytF', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gcarradicejn', 'LupVnv5R', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbettisjo', 'qzdADiVmMuq', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'twoolenjp', 'jhBsbHCe', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fattoejq', 'rsNRgbMbRO', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'iklimochkinjr', 'Sqtvuwaer', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'abrideljs', 'FEHLoylGBWzP', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ndowlesjt', 'eFFWcaQKSE', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'sdepkeju', '4AxwQFY', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'epeacockejv', 'r798DhM3ys', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mbausmannjw', 'JA9G1ey0aG05', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hbullinjx', 'iPqCszMzvd', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'aweatherhoggjy', 'Jw9X4ZLMz', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'gparadejz', 'txJxjkst', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ypenningk0', 'axxrFkoUVlfw', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cmayesk1', '8c6aNm', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lpauleitk2', 'AR2VG4WKhWE', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'eprandok3', 'cxboqB', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cenglefieldk4', '92tlDR2o', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ebarrsk5', '2uq4i4ng', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'aarnaultk6', 'keVDfAn', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dposselwhitek7', 'mExGj4vb4V', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cclausnerk8', 'toFfDOsopPl', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ashatfordk9', 'DjBdw4Otff', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ewashbrookka', 'MuRJLrg0n', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ushorbrookkb', 'yKD66yd', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mzapaterokc', 'foP67WrYg', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bbartolozzikd', 'ehzqknkIAS', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'obrutyke', 'S4kUZOCna4', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'mglanvillekf', 'kpfb4c', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ecaswellkg', 'oKQ1DJ2xp', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'xstoecklekh', 'laJ9tv', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'vwoodingtonki', 'bsuoXeJfld', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jbeldamkj', 'Ntp8KJv', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bdrayseykk', 'en1Edk6mNsl', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'hnoviskl', '75A6wPqB', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tboottonkm', 'BqTWMsWS', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kbassinghamkn', 'c34Sl6kd', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'maldhamko', 'qzCUiTkcQ8I', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jdungeykp', 'IlQY2A4', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bdealkq', 'rEmO8M', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'rmontaguekr', 'WvnpNuVNqg8', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'tbarenskyks', 'iz7gHNytrnu', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'flotheankt', 'tgCXdzfDJk', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'npackerku', 'bGJnFD', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dburnyeatkv', 'Bm4xTJ', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'grederkw', 'ThdhytwvVC', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'csailerkx', 'CiAY2nY', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'abrittlebankky', 'mtjm7MUXX', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bcorneckkz', '1gmkdMZD', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'atimebyl0', 'Z6JcsYO', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ldacostal1', 'CS8jS9UDB', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ghuginl2', 'ygaX8UAkFt', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'dbellissl3', 'oaM6htKY', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'romullallyl4', 'PjGfmRYm', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pmacadaml5', 'V7GBYMsNrVm', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pkilbornl6', '0VwghskWi', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'lbeekel7', 'vl5D00yB7j', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'cdavidgel8', 'DKBajdcCa8uw', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'kvaillantl9', 'cS0jkl4k', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'fbonifaziola', '8Rgg6tC', 'CUSTOMER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'ominterlb', 'Kwp4KSWBGiv', 'COOK');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'bduffanlc', '6UzjtYyK2Svs', 'MANAGER');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'jblesdillld', 'T9H9Go5', 'CHEF');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'wsurgeonerle', 'R62bbbm2RhoJ', 'ADMIN');
insert into USERZ (id, username, password, role) values (user_seq.nextval, 'pwemysslf', 'WVrVVv9', 'COOK');
